#timestamp [ns],cam0,cam1,w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1403637132888318976,1403637132888318976.png,1403637132888318976.png,-0.0141022603561141,0.0256912465893564,0.0559203492338982,9.4511589375,-0.6325289249999999,-2.4050809125,4.631109272727273,-1.7866250000000001,0.5770892727272727,0.6063515454545455,-0.15629227272727272,-0.7763132727272727,-0.07244363636363636
1403637132938319104,1403637132938319104.png,1403637132938319104.png,0.0004886921905584,0.0120078652537209,0.1373225055469138,9.3579957625,-0.8825984999999997,-2.4443075124999996,4.630987777777778,-1.7864565555555556,0.577028,0.6063211111111111,-0.15655744444444444,-0.7762836666666666,-0.07244144444444445
1403637132988318976,1403637132988318976.png,1403637132988318976.png,-0.0090757121103704,0.0026529004630313,0.0926420766958589,9.503461070833332,-0.4649986541666665,-2.446759175,4.630733000000001,-1.7866008,0.5769290999999999,0.6059568000000001,-0.15755400000000003,-0.7764460000000001,-0.07158419999999999
1403637133038319104,1403637133038319104.png,1403637133038319104.png,0.0010471975511965,0.042446407408502,0.0490786585660805,9.654646924999998,-0.6537766666666667,-2.9444466625,4.630645400000001,-1.7865133,0.5769078000000001,0.6059139,-0.1575086,-0.7764712000000001,-0.0717767
1403637133088318976,1403637133088318976.png,1403637133088318976.png,0.0684169066781776,0.0749095314955965,0.1323657704712499,9.399674025,-0.7363159708333333,-2.5717939625,4.631386900000001,-1.7867743,0.5774823,0.6070285,-0.156909,-0.7757742000000001,-0.0712053
1403637133138319104,1403637133138319104.png,1403637133138319104.png,-0.0194778744522566,0.0305083553248608,0.0451691210416132,9.726562358333334,-0.3693838166666666,-2.16726965,4.632483800000001,-1.7871118,0.5783668,0.6077505,-0.15688970000000002,-0.7753138999999999,-0.07009180000000001
1403637133188318976,1403637133188318976.png,1403637133188318976.png,-0.0992045146833576,0.0205250720034532,-0.0460766922526502,9.411115116666666,-0.7461226208333332,-2.405080912499999,4.633230454545454,-1.7865909999999998,0.5795690000000001,0.6073959090909091,-0.15606936363636364,-0.7754947272727272,-0.07293736363636363
1403637133238319104,1403637133238319104.png,1403637133238319104.png,-0.0714886861616877,-0.007679448708775,-0.0219213354050487,9.8434249375,-0.6325289249999999,-2.6878393208333335,4.633931555555556,-1.786121777777778,0.5809306666666667,0.6064917777777777,-0.15516055555555555,-0.7760573333333333,-0.07633955555555555
1403637133288318976,1403637133288318976.png,1403637133288318976.png,-0.0578751179961319,-0.0240157305074419,0.0360934089312427,10.162958283333332,-0.4396648083333333,-2.6763982291666664,4.6348682,-1.7859044000000002,0.5832777,0.6055732,-0.15486629999999998,-0.7766768000000001,-0.0779119
1403637133338319104,1403637133338319104.png,1403637133338319104.png,-0.1479341073990393,-0.0481710873550434,0.0728151363932033,9.7943916875,-0.4511058999999999,-2.5636217541666664,4.6360165,-1.7854504000000002,0.5873375000000001,0.6039814,-0.1558751,-0.7774803,-0.0802082
1403637133388318976,1403637133388318976.png,1403637133388318976.png,-0.1175653784143379,-0.0948760981384117,0.0987856356628789,8.991063608333333,-0.7910697666666666,-2.3871020541666668,4.637276909090908,-1.784849,0.5924225454545454,0.6015184545454546,-0.15862572727272728,-0.7785952727272728,-0.082478
1403637133438319104,1403637133438319104.png,1403637133438319104.png,0.0163362817986669,-0.1495398103108741,0.1276184749058253,8.827619441666666,-0.3996209874999999,-2.4810824499999997,4.63831388888889,-1.7849475555555554,0.596272,0.5987655555555556,-0.16030699999999998,-0.7804323333333333,-0.08189333333333333
1403637133488318976,1403637133488318976.png,1403637133488318976.png,-0.0848928148170041,-0.1757895622608688,0.1391376479689879,9.0883128875,-0.1266692291666666,-2.201592925,4.6391778,-1.7847416999999997,0.5987233000000001,0.5950743999999999,-0.16200299999999998,-0.7829803,-0.08114439999999999
1403637133538319104,1403637133538319104.png,1403637133538319104.png,-0.0839154304358873,-0.1662949711300196,0.1551248639172559,9.648926379166667,-0.3170816833333333,-2.9689632875,4.6397263,-1.7834550999999998,0.600223,0.5911182,-0.1651968,-0.7853601,-0.0806114
1403637133588318976,1403637133588318976.png,1403637133588318976.png,-0.1091877980047652,-0.1054876999905372,0.1079311609433292,9.742089554166665,-0.5083113583333333,-3.227205070833333,4.640692799999999,-1.7817598000000001,0.6022386,0.5877182000000001,-0.16787200000000002,-0.7872741000000001,-0.08127290000000001
1403637133638319104,1403637133638319104.png,1403637133638319104.png,-0.113236961869392,-0.0508938009881546,0.0330914426178124,10.520083787499996,-0.4952358250000001,-3.500974049999999,4.6422669,-1.7798516,0.6057743999999999,0.5852983999999999,-0.16975679999999999,-0.7885148999999999,-0.08277720000000001
1403637133688318976,1403637133688318976.png,1403637133688318976.png,-0.0957138561793689,-0.000907571211037,0.0577354916559723,10.471867758333332,-0.7028099166666666,-3.5516417416666664,4.644559818181818,-1.7778296363636366,0.6126156363636365,0.5838543636363637,-0.17047945454545455,-0.7891384545454545,-0.08550472727272727
1403637133738319104,1403637133738319104.png,1403637133738319104.png,-0.1147030384410672,0.0268780704807126,0.0781907504893459,10.574020362499995,-0.6979065916666667,-3.2361945,4.6471568888888894,-1.776292,0.6224545555555555,0.5833338888888889,-0.17177699999999999,-0.7890272222222222,-0.08746433333333332
1403637133788318976,1403637133788318976.png,1403637133788318976.png,-0.2059488517353308,-0.0254818070791171,0.098157317132161,11.217990379166666,-0.5973884291666667,-3.1471174291666664,4.6492785,-1.7749139,0.6351316,0.5823783,-0.1742503,-0.7888688999999999,-0.0903216
1403637133838319104,1403637133838319104.png,1403637133838319104.png,-0.2136283004441059,-0.0921533845053005,0.1259429588239108,11.217173158333331,-0.8016936374999999,-3.458478566666667,4.6506661,-1.7731054,0.6528134999999999,0.579882,-0.1782539,-0.7894254,-0.0936406
1403637133888318976,1403637133888318976.png,1403637133888318976.png,-0.1419301747721788,-0.0890117918517107,0.1578475775503671,11.070073408333332,-0.7902525458333333,-3.643987695833333,4.651544,-1.7716073636363638,0.6769388181818181,0.5768927272727272,-0.18273354545454545,-0.7903696363636364,-0.09548745454545454
1403637133938319104,1403637133938319104.png,1403637133938319104.png,-0.1608495438637974,-0.0346273323595674,0.077841684638947,10.416296741666669,-0.6570455499999999,-3.6750420875,4.652154222222222,-1.7706826666666668,0.7046034444444444,0.5746418888888889,-0.18575855555555554,-0.791084,-0.09730866666666665
1403637133988318976,1403637133988318976.png,1403637133988318976.png,-0.1314581992602128,0.0348367718698067,0.0513126800086332,9.7159384875,-0.6063778583333332,-3.195333458333333,4.652838900000001,-1.7702470000000001,0.7337966,0.5735300999999999,-0.1875408,-0.7910550000000001,-0.10063629999999998
1403637134038319104,1403637134038319104.png,1403637134038319104.png,-0.1765575071317463,0.0506843614779152,-0.0552222175331005,9.368619633333331,-0.4126965208333333,-3.197785120833333,4.653218900000001,-1.7698298000000001,0.7665712,0.5732305000000001,-0.1879664,-0.7906943000000001,-0.104291
1403637134088318976,1403637134088318976.png,1403637134088318976.png,-0.2229832652347955,0.0700226095900124,-0.0712792466514483,9.218251,-0.2468006916666666,-2.9648771833333334,4.6537349,-1.7696784,0.7994765,0.5726438999999999,-0.18801090000000004,-0.7902672,-0.11049900000000001
1403637134138319104,1403637134138319104.png,1403637134138319104.png,-0.2393195470334624,0.1202182788773693,-0.0916646923147421,9.329393033333332,-0.3375122041666666,-2.7883574833333333,4.6539876,-1.7694033999999998,0.8326213000000001,0.5724665000000001,-0.187797,-0.7893749000000001,-0.11789800000000002
1403637134188318976,1403637134188318976.png,1403637134188318976.png,-0.2473480615926363,0.256074707852608,-0.0642281164733912,8.620862570833333,-0.2394457041666666,-2.8978650749999995,4.653645454545454,-1.769203181818182,0.8671932727272726,0.5742603636363636,-0.1877339090909091,-0.7868235454545455,-0.12603399999999998
1403637134238319104,1403637134238319104.png,1403637134238319104.png,-0.0887325391713916,0.3300766681371676,0.0362330352714022,8.164036124999999,-0.0253338458333333,-2.4647380333333335,4.653279,-1.7695187777777779,0.8987043333333333,0.5786801111111112,-0.18744555555555553,-0.7826766666666667,-0.13194655555555557
1403637134288318976,1403637134288318976.png,1403637134288318976.png,-0.0385368698840347,0.3667983955991282,0.0617846555205992,7.843685558333334,0.1544547374999999,-2.300476645833333,4.652972,-1.7699206999999997,0.9256923,0.5845312,-0.18678930000000002,-0.778025,-0.1345637
1403637134338319104,1403637134338319104.png,1403637134338319104.png,-0.0305781684949406,0.3760835472197381,0.0890816050217905,6.965173162499999,0.1822402458333333,-1.7014537749999998,4.652790099999999,-1.7701163999999998,0.9501643,0.5912729999999999,-0.1857518,-0.7727715999999999,-0.1367978
1403637134388318976,1403637134388318976.png,1403637134388318976.png,-0.0853815070075625,0.292098303613771,0.1787217154042192,6.812352866666666,-0.0572054583333333,-1.6695821625,4.652486181818182,-1.7699712727272727,0.969146090909091,0.5975099090909091,-0.18672663636363637,-0.7673732727272727,-0.13874572727272724
1403637134438319104,1403637134438319104.png,1403637134438319104.png,-0.013823007675795,0.1882861197051482,0.2851867997758734,6.018831437499999,0.1348414374999999,-1.1481952708333334,4.651955555555556,-1.7698113333333332,0.9799227777777778,0.6020881111111112,-0.189814,-0.7631358888888888,-0.13814455555555552
1403637134488318976,1403637134488318976.png,1403637134488318976.png,-0.0445408025108952,0.0315555528760574,0.2146754979953025,6.267266570833333,0.1070559291666666,-1.26505785,4.651095,-1.7691297,0.9818508000000001,0.6040406,-0.19318490000000002,-0.7610499999999999,-0.136443
1403637134538319104,1403637134538319104.png,1403637134538319104.png,-0.0481710873550434,-0.0987158224927992,0.1158200491623436,6.151221212499999,0.5181180083333332,-1.2495306541666666,4.6500063,-1.7677227000000002,0.9754953000000001,0.6031602,-0.19576580000000002,-0.7613122000000001,-0.1351976
1403637134588318976,1403637134588318976.png,1403637134588318976.png,-0.0622035345410778,-0.2039940829730972,0.0036302848441481,6.537766666666667,-0.0678293291666666,-1.4971485666666664,4.6490168,-1.7651882999999997,0.9605491,0.5993119,-0.1967101,-0.7639073,-0.1362997
1403637134638319104,1403637134638319104.png,1403637134638319104.png,-0.0240157305074419,-0.2777167905773376,-0.0094247779607693,6.5189705875,0.0612915624999999,-1.614011145833333,4.6479418,-1.7622854000000001,0.9377953,0.5939528000000001,-0.19679270000000001,-0.7680086000000002,-0.1366011
