#timestamp [ns],cam0,cam1,w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1403638128895097088,1403638128895097088.png,1403638128895097088.png,-0.0094945911308491,0.0309970475154192,0.034138640169009,8.928137604166666,-0.2418973666666666,-3.8989605958333327,4.677066,-1.74944,0.568567,0.240749,-0.76113,-0.355916,-0.485843
1403638128945096960,1403638128945096960.png,1403638128945096960.png,0.0010471975511965,0.0212930168743307,0.0792379480405425,8.915879291666666,-0.0727326541666666,-3.9757793541666664,4.677030363636364,-1.749626,0.568469909090909,0.24091227272727275,-0.7610787272727273,-0.3558992727272727,-0.4858564545454546
1403638128995097088,1403638128995097088.png,1403638128995097088.png,0.0056548667764615,0.033510321638291,0.0556410965535791,9.144701125,-0.1707991541666666,-3.9430905208333336,4.677072777777777,-1.7497993333333333,0.5683186666666666,0.2408828888888889,-0.7610498888888888,-0.3559871111111111,-0.48585144444444445
1403638129045096960,1403638129045096960.png,1403638129045096960.png,-0.0353952772304449,0.014730578886832,-0.0677187749773799,9.080140679166666,-0.1740680375,-4.0615875416666665,4.6771742000000005,-1.74969,0.5686847,0.23975259999999995,-0.7601829,-0.357503,-0.48665349999999996
1403638129095097088,1403638129095097088.png,1403638129095097088.png,-0.0444709893408154,0.0419577152179436,-0.0075398223686154,9.1128295125,0.2124774166666666,-4.070576970833334,4.6770163,-1.7494481999999998,0.5695645,0.2375254,-0.7593297999999999,-0.35937600000000003,-0.48769719999999994
1403638129145096960,1403638129145096960.png,1403638129145096960.png,-0.0006283185307179,0.1086991058142067,0.0958534825195285,9.219885441666666,-0.0482160291666666,-3.99130655,4.6770365,-1.7493295,0.5709893,0.23670790000000003,-0.7584101,-0.3595154,-0.48942009999999997
1403638129195097088,1403638129195097088.png,1403638129195097088.png,0.1282467934365432,0.228358879330938,0.4021238596594935,9.536149904166669,0.4355787041666666,-4.085286945833333,4.6772688,-1.7491704000000001,0.5731944999999999,0.24152610000000002,-0.7577890999999999,-0.35643659999999994,-0.49027370000000003
1403638129245096960,1403638129245096960.png,1403638129245096960.png,0.1533795346652616,0.4199960311999154,0.7000864695599655,9.766606179166669,-0.0277855083333333,-4.209504512499999,4.6781981,-1.7495119,0.576901,0.25277650000000007,-0.7574634999999998,-0.347248,-0.4916901
1403638129295097088,1403638129295097088.png,1403638129295097088.png,0.1157502359922639,0.5276479394629257,0.8235859674310841,8.961643658333333,-0.5238385541666666,-3.642353254166666,4.6796469,-1.7506460000000001,0.582423,0.268053,-0.7566444999999999,-0.33260150000000005,-0.49497169999999996
1403638129345096960,1403638129345096960.png,1403638129345096960.png,0.1310393202397342,0.3612831551628261,0.7611031802096871,8.812092245833334,-1.1539158166666668,-3.212495095833333,4.681004400000001,-1.7521239999999998,0.5880882,0.283276,-0.7563232,-0.31715449999999995,-0.49712580000000006
1403638129395097088,1403638129395097088.png,1403638129395097088.png,0.0259704992696755,-0.0163362817986669,0.3432015441121649,8.533419941666667,-1.4930624625,-2.9338227916666666,4.6819353,-1.7532868000000001,0.5928336,0.29223,-0.7575605,-0.30770020000000003,-0.49604430000000005
1403638129445096960,1403638129445096960.png,1403638129445096960.png,-0.0034208453339088,-0.3457148182350367,-0.1155407964820245,8.770413983333334,-1.5690639999999998,-3.080922541666667,4.6824069090909095,-1.753781,0.5961947272727273,0.2908946363636364,-0.760504090909091,-0.3091809090909091,-0.49133872727272737
1403638129495097088,1403638129495097088.png,1403638129495097088.png,-0.0284837733925474,-0.4627216912887365,-0.4295604355008443,9.2574776,-1.4293192375,-3.5573622874999997,4.68227,-1.7533243333333335,0.5987203333333334,0.28236266666666665,-0.7632451111111112,-0.319382,-0.48551611111111115
1403638129545096960,1403638129545096960.png,1403638129545096960.png,-0.0471238898038468,-0.3663097034085698,-0.545101231982869,9.452793379166668,-0.5712373625,-3.9038639208333334,4.6817291,-1.7522448000000002,0.6014913,0.27172929999999995,-0.7639775999999999,-0.33255129999999994,-0.4815637
1403638129595097088,1403638129595097088.png,1403638129595097088.png,-0.060597831629243,-0.1806066709963731,-0.4211130419211918,9.486299433333333,-0.4886980583333333,-4.123696324999999,4.681479,-1.751171,0.6055766,0.2609798,-0.7630835,-0.3449731,-0.4801904
1403638129645096960,1403638129645096960.png,1403638129645096960.png,-0.0615054028402801,0.0687659725285765,-0.1478642942289595,9.241950404166664,-0.1364758791666666,-4.132685754166667,4.6814979,-1.7503034,0.6109556000000002,0.25485950000000007,-0.7611318999999999,-0.3517397,-0.48166780000000003
1403638129695097088,1403638129695097088.png,1403638129695097088.png,0.0060039326268604,0.1955466893934446,0.1128878960189931,9.208444349999995,-0.4045243124999998,-3.977413795833333,4.6817478999999995,-1.7497478999999998,0.6172829,0.25445149999999994,-0.7590379,-0.35215129999999994,-0.4848757
1403638129745096960,1403638129745096960.png,1403638129745096960.png,0.0414690230273852,0.0269478836507924,0.1390678347989081,9.354726879166666,-0.5622479333333332,-3.891605608333333,4.6817853000000005,-1.7490717,0.624256,0.2568801,-0.7581279000000001,-0.3504437,-0.4862551
1403638129795097088,1403638129795097088.png,1403638129795097088.png,0.0466351976132884,-0.2062281044156499,-0.0002094395102393,9.456879483333331,-0.6153672874999999,-4.044425904166667,4.6815397,-1.7480162,0.6321463,0.2566733,-0.7591775000000001,-0.3518419,-0.4837093
1403638129845096960,1403638129845096960.png,1403638129845096960.png,0.050125856117277,-0.2428800187075308,-0.0634601716025137,9.896544291666666,-0.4396648083333331,-4.328818754166666,4.680870999999999,-1.7465178,0.641423,0.25387329999999997,-0.7610257,-0.3564056,-0.4789174
