#timestamp [ns],cam0,cam1,w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1403638519477829376,1403638519477829376.png,1403638519477829376.png,-0.0020943951023931,0.0204552588333734,0.0790285085303031,9.035193533333333,-0.0359577166666666,-3.800894095833333,4.460764571428571,-1.6805358571428572,0.5795515714285715,0.238265,-0.7576215714285714,-0.3486114285714286,-0.4977042857142857
1403638519527829504,1403638519527829504.png,1403638519527829504.png,-0.0014660765716752,0.020594885173533,0.0768643002578302,9.0196663375,-0.0367749374999999,-3.789453004166666,4.460992,-1.6805854,0.5794138,0.2382628,-0.7576216,-0.34861200000000003,-0.4977043
1403638519577829376,1403638519577829376.png,1403638519577829376.png,-0.0020943951023931,0.0201061929829746,0.077841684638947,9.0196663375,-0.0228821833333333,-3.8000768749999994,4.4612199,-1.6806338,0.5792993999999999,0.23827309999999996,-0.7576389,-0.3486053,-0.49767789999999995
1403638519627829504,1403638519627829504.png,1403638519627829504.png,-0.0018849555921538,0.0191986217719376,0.0775624319586279,8.9951497125,-0.0449471458333332,-3.7935391083333334,4.461408100000001,-1.6806956,0.5792152,0.23826470000000005,-0.7576617,-0.3485951,-0.49765439999999994
1403638519677829376,1403638519677829376.png,1403638519677829376.png,-0.0012566370614358,0.0194080612821768,0.07693411342791,9.016397454166666,-0.0523021333333332,-3.793539108333333,4.461533300000001,-1.6807531999999998,0.5791436,0.2382614,-0.7576826,-0.3486059,-0.4976169
1403638519727829504,1403638519727829504.png,1403638519727829504.png,-0.0014660765716752,0.019966566642815,0.0788190690200638,9.013945791666666,-0.0441299249999999,-3.792721887499999,4.461607899999999,-1.6807849999999998,0.5790936999999999,0.23827199999999998,-0.7576971,-0.348603,-0.49759169999999997
1403638519777829376,1403638519777829376.png,1403638519777829376.png,-0.0030717794835099,0.0207345115136925,0.078470003169665,9.016397454166668,-0.0449471458333333,-3.8017113166666663,4.461616,-1.6807985000000003,0.5790740000000001,0.23828289999999996,-0.7577304,-0.34855709999999995,-0.49756800000000007
1403638519827829504,1403638519827829504.png,1403638519827829504.png,-0.0018849555921538,0.0183608637309803,0.077841684638947,9.015580233333331,-0.0531193541666666,-3.791904666666666,4.4616113,-1.6808181999999998,0.5790506000000001,0.2382634,-0.7577602,-0.34852630000000007,-0.4975536
1403638519877829376,1403638519877829376.png,1403638519877829376.png,-0.0027925268031908,0.0216420827247296,0.0788190690200638,9.0294729875,-0.0375921583333332,-3.7870013416666666,4.461584800000001,-1.6808146000000002,0.5790336,0.23827350000000003,-0.7577901,-0.34849610000000003,-0.4975244
1403638519927829504,1403638519927829504.png,1403638519927829504.png,-0.0010471975511965,0.0195476876223364,0.0774228056184683,8.996784154166665,-0.0465815874999999,-3.786184120833333,4.4615542999999995,-1.6807857,0.5790325000000001,0.2382759,-0.7578107000000001,-0.3484807,-0.49750229999999995
